,Cell_id,General_area,Sub_area,Layer,Dendrite_type,Hemisphere,cell_reporter_status,line_name,Database,Experiment,Animal,Exc_Inh,Exc_Inh_FT,Cell_type,Layer_second,Model_id,file_name,Folder,Cluster,Cluster_Layer,Cluster_Cell_type,Cluster_nb
293,508887004.0,VIS,VISp,5,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,513252678.0,Cell_508887004_model_513252678_config.json,,,,,
294,501940485.0,VIS,VISp,6a,aspiny,right,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,513268190.0,Cell_501940485_model_513268190_config.json,,,,,
295,512322162.0,VIS,VISp,6b,spiny,right,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,513878547.0,Cell_512322162_model_513878547_config.json,L6b_exc_grp1_neuron_config,L6b_exc_grp1,L6b,exc,grp1
296,503286448.0,VIS,VISp,6a,spiny,right,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,514788883.0,Cell_503286448_model_514788883_config.json,,,,,
297,497560724.0,VIS,VISp,5,aspiny,left,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,--,Sst,5,514789321.0,Cell_497560724_model_514789321_config.json,,,,,
298,501570114.0,VIS,VISp,4,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,4,514790923.0,Cell_501570114_model_514790923_config.json,,,,,
299,508275137.0,VIS,VISp,6a,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,514790991.0,Cell_508275137_model_514790991_config.json,,,,,
300,501023852.0,VIS,VISp,4,spiny,left,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,514791046.0,Cell_501023852_model_514791046_config.json,,,,,
301,501730497.0,VIS,VISp,5,sparsely spiny,left,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,5,514791094.0,Cell_501730497_model_514791094_config.json,L5_sst_grp3_neuron_config,L5_sst_grp3,L5,sst,grp3
302,503254105.0,VIS,VISp,5,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,5,514791175.0,Cell_503254105_model_514791175_config.json,,,,,
303,503814817.0,VIS,VISp,6a,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,514791422.0,Cell_503814817_model_514791422_config.json,,,,,
304,502382506.0,VIS,VISp,6a,sparsely spiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,6,514793709.0,Cell_502382506_model_514793709_config.json,,,,,
305,500879695.0,VIS,VISl,4,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,4,514795257.0,Cell_500879695_model_514795257_config.json,,,,,
306,497611660.0,VIS,VISp,6a,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,514795972.0,Cell_497611660_model_514795972_config.json,,,,,
307,501280518.0,VIS,VISp,4,aspiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,4,514798634.0,Cell_501280518_model_514798634_config.json,,,,,
308,501562903.0,VIS,VISp,6a,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,514803118.0,Cell_501562903_model_514803118_config.json,,,,,
309,504647603.0,VIS,VISp,4,spiny,right,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,514804765.0,Cell_504647603_model_514804765_config.json,,,,,
310,504608602.0,VIS,VISp,6a,aspiny,left,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,Sst,6,514806868.0,Cell_504608602_model_514806868_config.json,,,,,
311,507918877.0,VIS,VISp,6a,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,514807146.0,Cell_507918877_model_514807146_config.json,,,,,
312,507770911.0,VIS,VISp,4,spiny,left,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,514809320.0,Cell_507770911_model_514809320_config.json,,,,,
313,513832252.0,VIS,VISp,4,spiny,right,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,515019711.0,Cell_513832252_model_515019711_config.json,,,,,
314,513593674.0,VIS,VISp,2/3,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,515020098.0,Cell_513593674_model_515020098_config.json,,,,,
315,513531471.0,VIS,VISp,2/3,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,515020572.0,Cell_513531471_model_515020572_config.json,L23_IT_grp1_neuron_config,L23_IT_grp1,L23,IT,grp1
316,513510227.0,VIS,VISp,2/3,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,515020641.0,Cell_513510227_model_515020641_config.json,L23_IT_grp1_neuron_config,L23_IT_grp1,L23,IT,grp1
317,513879001.0,VIS,VISpor,5,spiny,left,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,515023157.0,Cell_513879001_model_515023157_config.json,,,,,
318,514544971.0,VIS,VISp,4,spiny,right,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,515766668.0,Cell_514544971_model_515766668_config.json,,,,,
319,515056927.0,VIS,VISp,2/3,spiny,left,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,515804958.0,Cell_515056927_model_515804958_config.json,,,,,
320,515199779.0,VIS,VISp,5,spiny,left,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,515805113.0,Cell_515199779_model_515805113_config.json,,,,,
321,515202564.0,VIS,VISp,4,spiny,right,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,515806250.0,Cell_515202564_model_515806250_config.json,,,,,
322,515059388.0,VIS,VISp,5,spiny,right,positive,Scnn1a-Tg3-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,515807100.0,Cell_515059388_model_515807100_config.json,,,,,
323,514530024.0,VIS,VISp,2/3,spiny,left,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,515807109.0,Cell_514530024_model_515807109_config.json,,,,,
324,514767977.0,VIS,VISp,2/3,aspiny,right,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,515807196.0,Cell_514767977_model_515807196_config.json,L23_vip_gr2_neuron_config,L23_vip_gr2,L23,vip,gr2
325,514824979.0,VIS,VISp,5,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,515807730.0,Cell_514824979_model_515807730_config.json,,,,,
326,515524026.0,VIS,VISp,5,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,516421839.0,Cell_515524026_model_516421839_config.json,L5_IT_grp1_neuron_config,L5_IT_grp1,L5,IT,grp1
327,515249852.0,VIS,VISp,5,spiny,left,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,516878996.0,Cell_515249852_model_516878996_config.json,L5_CF_grp1_neuron_config,L5_CF_grp1,L5,CF,grp1
328,515264431.0,VIS,VISp,2/3,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,516879338.0,Cell_515264431_model_516879338_config.json,,,,,
329,515511110.0,VIS,VISp,4,spiny,right,positive,Rbp4-Cre_KL100,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,516879760.0,Cell_515511110_model_516879760_config.json,,,,,
330,515949222.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,516886850.0,Cell_515949222_model_516886850_config.json,,,,,
331,515305346.0,VIS,VISp,5,aspiny,right,positive,Pvalb-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,PValb,5,516892747.0,Cell_515305346_model_516892747_config.json,,,,,
332,517319635.0,VIS,VISp,2/3,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,517842022.0,Cell_517319635_model_517842022_config.json,L4_exc_grp6_neuron_config,L4_exc_grp6,L4,exc,grp6
333,516916566.0,VIS,VISp,2/3,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,518016675.0,Cell_516916566_model_518016675_config.json,,,,,
334,517343484.0,VIS,VISp,6a,sparsely spiny,left,positive,Nos1-CreERT2|Sst-IRES-FlpO,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,518017492.0,Cell_517343484_model_518017492_config.json,,,,,
335,517077548.0,VIS,VISl,5,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,5,518018080.0,Cell_517077548_model_518018080_config.json,,,,,
336,517345160.0,VIS,VISp,5,sparsely spiny,left,positive,Nos1-CreERT2|Sst-IRES-FlpO,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,5,518018551.0,Cell_517345160_model_518018551_config.json,L5_sst_grp1_neuron_config,L5_sst_grp1,L5,sst,grp1
337,517752298.0,VIS,VISp,2/3,spiny,left,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,519157171.0,Cell_517752298_model_519157171_config.json,,,,,
338,517645929.0,VIS,VISp,5,spiny,right,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,519158484.0,Cell_517645929_model_519158484_config.json,,,,,
339,517753911.0,VIS,VISp,2/3,spiny,left,positive,Rorb-IRES2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,519167709.0,Cell_517753911_model_519167709_config.json,,,,,
340,517977609.0,VIS,VISp,4,spiny,right,positive,Nr5a1-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,519172014.0,Cell_517977609_model_519172014_config.json,,,,,
341,517982558.0,VIS,VISp,4,spiny,left,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,519172305.0,Cell_517982558_model_519172305_config.json,,,,,
342,518238899.0,VIS,VISp,4,spiny,left,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,519180211.0,Cell_518238899_model_519180211_config.json,,,,,
343,518290966.0,VIS,VISp,4,spiny,right,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,519189381.0,Cell_518290966_model_519189381_config.json,,,,,
344,518271679.0,VIS,VISp,5,spiny,right,positive,Scnn1a-Tg2-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,519191173.0,Cell_518271679_model_519191173_config.json,,,,,
345,519549081.0,VIS,VISp,4,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,4,520343357.0,Cell_519549081_model_520343357_config.json,,,,,
346,519220630.0,VIS,VISp,2/3,aspiny,right,positive,Chat-IRES-Cre-neo,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,520346200.0,Cell_519220630_model_520346200_config.json,,,,,
347,519751607.0,VIS,VISp,2/3,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,--,Htr3a,2/3,520371791.0,Cell_519751607_model_520371791_config.json,L23_vip_gr2_neuron_config,L23_vip_gr2,L23,vip,gr2
348,518750800.0,VIS,VISp,2/3,aspiny,left,positive,Chat-IRES-Cre-neo,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,520592439.0,Cell_518750800_model_520592439_config.json,,,,,
349,518623704.0,VIS,VISpm,2/3,aspiny,left,positive,Chat-IRES-Cre-neo,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,520594070.0,Cell_518623704_model_520594070_config.json,,,,,
350,519749342.0,VIS,VISpm,5,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,520598286.0,Cell_519749342_model_520598286_config.json,L6a_sst_grp3_neuron_config,L6a_sst_grp3,L6a,sst,grp3
351,519749342.0,VIS,VISpm,5,aspiny,right,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,5,520598286.0,Cell_519749342_model_520598286_config.json,L5_sst_grp1_neuron_config,L5_sst_grp1,L5,sst,grp1
352,521399472.0,VIS,VISp,2/3,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,522098703.0,Cell_521399472_model_522098703_config.json,,,,,
353,521409057.0,VIS,VISp,2/3,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,522105458.0,Cell_521409057_model_522105458_config.json,L23_IT_grp1_neuron_config,L23_IT_grp1,L23,IT,grp1
354,520347870.0,VIS,VISp,2/3,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,522607585.0,Cell_520347870_model_522607585_config.json,,,,,
355,521625948.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,522609366.0,Cell_521625948_model_522609366_config.json,,,,,
356,521938313.0,VIS,VISp,4,spiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,522612993.0,Cell_521938313_model_522612993_config.json,L4_exc_grp5_neuron_config,L4_exc_grp5,L4,exc,grp5
357,522152249.0,VIS,VISp,6a,spiny,right,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,523495915.0,Cell_522152249_model_523495915_config.json,,,,,
358,522723828.0,VIS,VISp,6a,sparsely spiny,left,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,523995097.0,Cell_522723828_model_523995097_config.json,,,,,
359,522408506.0,VIS,VISp,4,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,4,523995350.0,Cell_522408506_model_523995350_config.json,,,,,
360,522257166.0,VIS,VISp,2/3,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,523997637.0,Cell_522257166_model_523997637_config.json,,,,,
361,522108467.0,VIS,VISp,2/3,aspiny,left,positive,Htr3a-Cre_NO152,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Htr3a,2/3,524009886.0,Cell_522108467_model_524009886_config.json,,,,,
362,522147522.0,VIS,VISp,6b,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,524010367.0,Cell_522147522_model_524010367_config.json,,,,,
363,522418855.0,VIS,VISp,2/3,aspiny,right,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,524265170.0,Cell_522418855_model_524265170_config.json,,,,,
364,521958756.0,VIS,VISp,2/3,spiny,right,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,2/3,524646193.0,Cell_521958756_model_524646193_config.json,,,,,
365,523205934.0,VIS,VISp,2/3,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,525444081.0,Cell_523205934_model_525444081_config.json,,,,,
366,524090036.0,VIS,VISp,5,spiny,right,positive,Nos1-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,--,Sst,5,525635224.0,Cell_524090036_model_525635224_config.json,,,,,
367,523748610.0,VIS,VISp,1,aspiny,left,positive,Nos1-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,1,525635496.0,Cell_523748610_model_525635496_config.json,L1_HT3aR_gr1_neuron_config,L1_HT3aR_gr1,L1,HT3a4,gr1
368,523478869.0,VIS,VISp,2/3,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,525636168.0,Cell_523478869_model_525636168_config.json,,,,,
369,523478821.0,VIS,VISp,5,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,5,525636211.0,Cell_523478821_model_525636211_config.json,,,,,
370,524876305.0,VIS,VISp,2/3,sparsely spiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,526817075.0,Cell_524876305_model_526817075_config.json,,,,,
371,524850271.0,VIS,VISp,5,spiny,left,positive,Chrna2-Cre_OE25,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,5,526950994.0,Cell_524850271_model_526950994_config.json,L5_IT_grp1_neuron_config,L5_IT_grp1,L5,IT,grp1
372,524693113.0,VIS,VISp,2/3,aspiny,right,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,526951265.0,Cell_524693113_model_526951265_config.json,,,,,
373,524689239.0,VIS,VISp,2/3,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,526952311.0,Cell_524689239_model_526952311_config.json,L23_vip_gr3_neuron_config,L23_vip_gr3,L23,vip,gr3
374,526946319.0,VIS,VISpl,6b,spiny,left,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,527581138.0,Cell_526946319_model_527581138_config.json,,,,,
375,526531616.0,VIS,VISp,1,aspiny,right,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,527582149.0,Cell_526531616_model_527582149_config.json,L1_HT3aR_gr1_neuron_config,L1_HT3aR_gr1,L1,HT3aR,gr1
376,526801742.0,VIS,VISl,2/3,aspiny,right,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,2/3,527591031.0,Cell_526801742_model_527591031_config.json,,,,,
377,526951157.0,VIS,VISp,6b,spiny,right,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,527591510.0,Cell_526951157_model_527591510_config.json,,,,,
378,526950199.0,VIS,VISpl,6b,spiny,left,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,527591549.0,Cell_526950199_model_527591549_config.json,L6b_exc_grp1_neuron_config,L6b_exc_grp1,L6b,exc,grp1
379,527095729.0,VIS,VISp,1,aspiny,right,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,527591780.0,Cell_527095729_model_527591780_config.json,L1_HT3aR_gr2_neuron_config,L1_HT3aR_gr2,L1,HT3aR,gr2
380,526943222.0,VIS,VISp,1,aspiny,left,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,527715440.0,Cell_526943222_model_527715440_config.json,,,,,
381,526939383.0,VIS,VISp,1,aspiny,right,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,527715477.0,Cell_526939383_model_527715477_config.json,,,,,
382,527089085.0,VIS,VISp,1,aspiny,left,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,528323862.0,Cell_527089085_model_528323862_config.json,,,,,
383,527579814.0,VIS,VISp,1,aspiny,left,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,529818517.0,Cell_527579814_model_529818517_config.json,,,,,
384,527464013.0,VIS,VISp,1,aspiny,right,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,529823423.0,Cell_527464013_model_529823423_config.json,,,,,
385,527869035.0,VIS,VISp,1,sparsely spiny,right,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,1,529883902.0,Cell_527869035_model_529883902_config.json,L1_HT3aR_gr1_neuron_config,L1_HT3aR_gr1,L1,HT3aR,gr1
386,527864026.0,VIS,VISp,5,spiny,right,positive,Tlx3-Cre_PL56,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,5,529884104.0,Cell_527864026_model_529884104_config.json,,,,,
387,528501887.0,VIS,VISp,6b,spiny,right,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,529892276.0,Cell_528501887_model_529892276_config.json,,,,,
388,516906055.0,VIS,VISp,4,aspiny,left,positive,Cux2-CreERT2,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,4,530110699.0,Cell_516906055_model_530110699_config.json,,,,,
389,530235049.0,VIS,VISp,2/3,aspiny,left,positive,Ndnf-IRES2-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,--,2/3,531102551.0,Cell_530235049_model_531102551_config.json,,,,,
390,530204927.0,RSP,RSPd,6a,spiny,left,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,531103079.0,Cell_530204927_model_531103079_config.json,,,,,
391,530349764.0,VIS,VISpl,6b,spiny,right,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,531125459.0,Cell_530349764_model_531125459_config.json,,,,,
392,531121585.0,VIS,VISp,4,aspiny,right,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,4,531950853.0,Cell_531121585_model_531950853_config.json,,,,,
393,531342116.0,RSP,RSPd,5,aspiny,left,positive,Chat-IRES-Cre-neo,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Fast-Spiking,Vip,5,538756776.0,Cell_531342116_model_538756776_config.json,,,,,
394,534524026.0,VIS,VISa,6b,spiny,left,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,538758486.0,Cell_534524026_model_538758486_config.json,,,,,
395,534141324.0,VIS,VISp,6a,aspiny,right,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,6,538758825.0,Cell_534141324_model_538758825_config.json,L6a_sst_grp2_neuron_config,L6a_sst_grp2,L6a,sst,grp2
396,532571720.0,VIS,VISpl,6b,spiny,right,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,538758871.0,Cell_532571720_model_538758871_config.json,,,,,
397,532355382.0,VIS,VISpl,6b,spiny,left,positive,Ctgf-T2A-dgCre,Allen_Cell_Type_Database,In_Vitro,Mouse,Excitatory,Excitatory,Excitatory,6,538759267.0,Cell_532355382_model_538759267_config.json,,,,,
398,535708196.0,VIS,VISp,2/3,aspiny,right,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,2/3,538759712.0,Cell_535708196_model_538759712_config.json,L23_vip_gr3_neuron_config,L23_vip_gr3,L23,vip,gr3
399,535728342.0,VIS,VISp,4,aspiny,left,positive,Vip-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Vip,4,538759749.0,Cell_535728342_model_538759749_config.json,L4_vip_grp2_neuron_config,L4_vip_grp2,L4,vip,grp2
400,539742766.0,VIS,VISp,6a,spiny,left,positive,Ntsr1-Cre_GN220,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,6,543899784.0,Cell_539742766_model_543899784_config.json,,,,,
401,526785742.0,VIS,VISp,5,aspiny,left,positive,Sst-IRES-Cre,Allen_Cell_Type_Database,In_Vitro,Mouse,Inhibitory,Non Fast-Spiking,Sst,5,544523612.0,Cell_526785742_model_544523612_config.json,,,,,
402,547336671.0,VIS,VISp,5,sparsely spiny,right,positive,Nos1-CreERT2|Sst-IRES-FlpO,Allen_Cell_Type_Database,In_Vitro,Mouse,--,--,--,5,550196104.0,Cell_547336671_model_550196104_config.json,,,,,
